id,autor,comentario,likes,data
Ugz3e4Yyrd0GWedzCJ14AaABAg,@agtaagentetaaqui6869,"MUITO BOM  DEBATE PENA QUE DEPOIS DE O DEBATE TODO  TER OUVIR MÍDIAS  COMENTARISTAS DIZENDO ""OLHA  O LULA  FOI MUITO BEM.  VERGONHA",2,2022-10-17T02:10:42Z
UgxTZcwY-zqoaAurP9Z4AaABAg,@Marco-cf1hs,"Parabéns a Band pela realização e coordenação de um debate que atendeu aos requisitos de responsabilidade e ética jornalística. Não houve ativismo ou tendenciosidade, o que, nos dias de hoje, merece reconhecimento.",22,2022-10-17T02:07:04Z
UgzjfEcTU79r43ms68F4AaABAg,@elcilaneoliveira234,"Bolsonaro é muito corajoso enfrentar essa corja, nessa toca só tem serpentes!",1,2022-10-17T01:57:43Z
Ugwmm77zEK6JI5V4KSB4AaABAg,@silviaribeiro2098,22🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,2022-10-17T01:52:13Z
Ugw3nAiL4TZql-B5RsR4AaABAg,@rodrigorsllima48,"bolsonaro conseguiu se reeleger por esse debate, pt nunca mais o Brasil é 22",1,2022-10-17T01:51:41Z
UgwpQ6FO7_oXh9tp7m14AaABAg,@roselenedaconceicaosilva8266,Boa noite a Banti está de parabéns outro nível  ao contrário da globo que só  mente obrigado por trazer coisas novas vc são demais parabéns cidade bananal SP,3,2022-10-17T01:51:22Z
Ugza_2KqphUunnkUC594AaABAg,@deborahbarroso8045,"Que hospital o Bolsonaro visitou durante a pandemia?
Um presidente que teve pandemia, guerra e mesmo assim foi corrupto e irresponsável, imagine o que vai fazer em mais 4 anos",0,2022-10-17T01:47:45Z
UgzhfyUq58cOJJgnE1l4AaABAg,@cristianomatos4890,"O MOLUSCO NÃO SABE ADMINISTRAR O TEMPO NO DEBATE AGORA IMAGINA O BRASIL 😂😂😂😂😂

BOLSONARO 22 🌎🇧🇷",1,2022-10-17T01:46:22Z
Ugwn_D4_J3XeIw8GKxR4AaABAg,@romebr,"Genocida é quem como o Lula, defende o aborto!   A esquerda é contra o planejamento familiar, mas a favor do aborto.  Isso só pode ser um problema mental grave.",1,2022-10-17T01:44:39Z
UgzYTiXGNct3tAW0Ej54AaABAg,@romebr,"Querem picanha?  O Lula já tem as primeiras duas sílabas, falta só a última!😂🤣",0,2022-10-17T01:43:57Z
UgxgWEEl-WMUsgwubQJ4AaABAg,@leandrobrazpe,NUNCA FOI TÃO FÁCIL ESCOLHER... BOLSONARO REELEITO,2,2022-10-17T01:42:05Z
UgyH-6TqzoZuf80DuB54AaABAg,@beatrizdefatimacordovacord2894,Lula o melhor.  Verdadeiro  humilde.  Bolsonaro mentiroso.,0,2022-10-17T01:41:36Z
UgxKg7jPbQlBhfn3b6p4AaABAg,@elisandrarochatury3180,"Lula presidente 
13 neles aceita doi menos 
Povo brasileiro nao outro ta cansado de sofre voltou mapa da fome 
E LULA tinha tirando povo brasileiro da miséria 
Esse otário fala Brasil nao ta mapa fome nao teve compaixão  com povo brasileiro covid 19 mano Nao teve compaixão familia que perderam tanta gente querida 
Vai se fude 
BOLSONARO toma no cu mano",0,2022-10-17T01:40:24Z
UgwqA5qrz6FJxgvwRB14AaABAg,@eglepuras2610,22,2,2022-10-17T01:39:56Z
UgzVgLTNipT_8cafNM54AaABAg,@nalldoreisreis2032,"Lula só deu aumento pros altos escalões  das forças Armadas.  Ele não deu atenção aos efetivos dos militares ativos, inativos e Pensionistas deixando esses setores militares com salários defasados e minguados sem nenhuma política de aumento dos vencimentos e proventos dessas classes do setor público federal. Lula ignorava a tropa não dava atenção a ninguém somente aos generais, brigadeiros  e almirante e seus ministros militares esses sim receberam os aumentos pra fazer as vontades de Lula.",2,2022-10-17T01:39:56Z
UgyEVNqaF-IonQgRNSB4AaABAg,@ricardoalexander1774,"Lula que vergonha, vc deveria ir pescar",3,2022-10-17T01:29:16Z
UgyUgNViapvUNnb54cB4AaABAg,@juniorpatricio2371,E 13 na cabeça,0,2022-10-17T01:27:04Z
UgxHd4s5JFENbjTHiV54AaABAg,@andersonguerradossantos5839,Bolsonaro 22 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,2022-10-17T01:26:12Z
UgyS-jbb8EQ-aA1AaF14AaABAg,@Bielboy618,"Quando o povo vai entender que o PT defende as Ditaduras da América Latina? 🤔

Quando o povo vai entender que com o Lula haverá a censura da mídia? 😶

Quando o povo entenderá que com o Lula haverá a 
Volta de Ministros Corruptos ?

Quando o povo entenderá que o Lula é de Esquerda,
Mas os Deputados serão em maioria de Direita, o que pode causar Falta de governabilidade?",2,2022-10-17T01:25:56Z
UgyALt-CTBo0sRNKped4AaABAg,@bernardocombgoncalves,"Debate foi sim muito utiul  
Não da para acreditar  no Lula 
Dizendo que fez tanto mais a realidade do pais na época era outra 
Agora diz que quer o melhor",1,2022-10-17T01:24:15Z
UgzvUQ1kNq6BCGq8Qjp4AaABAg,@pierangeliyannatos1410,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,2022-10-17T01:23:50Z
UgzoeQXhFvCfWWL7_ip4AaABAg,@JoelSantos-ph7bk,"O debate no geral foi razoável, infelizmente faltaram os temas principais para discussão, tipo SAÚDE, EDUCAÇÃO, TRABALHO , não que não tivesse vindo a baila, mas os candidatos estavam mais preocupados em fazer acusações de CORRUPÇÃO e COVID, esquecendo do que deveria ser o tema central, GOVERNABILIDADE . Os pseudo jornalistas também quando tiveram a oportunidade e apimentar o respectivo debate, se preocuparam simplesmente em fazer as perguntas que mais lhes convinha e não deixassem seus candidatos declarados em mals lençois.",1,2022-10-17T01:23:02Z
Ugw17WWtpHJ5jzt3c9Z4AaABAg,@veracarvalho5980,"Em um certo momento, Lula conseguiu calar Bolsonaro por alguns segundos...INCRIVEL!! AMEI!!",0,2022-10-17T01:20:01Z
Ugwr15mGZ9EWRxWpZDZ4AaABAg,@randerson395,vota vota e confirma🇧🇷 2️⃣2️⃣🇧🇷 é bolsonaro,2,2022-10-17T01:18:12Z
UgwkvhTl5-_xWyVGh4l4AaABAg,@22081952able,2,1,2022-10-17T01:17:24Z
UgzJNRNc-NBSIchS2Bx4AaABAg,@Portal1231,bolsonaro 2022.... eu estava na dúvida... agora me decidi...,2,2022-10-17T01:16:29Z
UgwPYOiXLaHXF01Vp3h4AaABAg,@nildaantao7398,Não se preocupe com recorde de audiência e sim com que a população necessita esclarecimento,3,2022-10-17T01:16:01Z
Ugy0H5Z-2j0TdmYV0qR4AaABAg,@talitapassos22,Bolsonaro reeleito 2022 .🇧🇷,2,2022-10-17T01:15:22Z
Ugz8FK_8iZY5jZP6o-p4AaABAg,@marceusantos3612,"Nunca foi tão fácil escolher um lado!!! 
Que o Brasil continue no caminho da reestruturação e prosperidade!!!",26,2022-10-17T01:15:20Z
Ugyd24Zvt11wcRGjbCF4AaABAg,@trumpbrazil8851,"Nossa que show a BAND deu!!!
Isso que é ser profissional e imparcial.

Que gerencia! Que domínio.
Totalmente diferente dos debates da rede esgoto de televisão",8,2022-10-17T01:14:27Z
UgzaqRr-qGqeVxGJPrR4AaABAg,@eliseuleite1425,Ninguém merece ouvir um ladrão mentindo de novo.,1,2022-10-17T01:14:21Z
UgyhMzyG9ECYJP6YIAh4AaABAg,@bormorzx,como a band nao falou nadaaaa da fala do Bolsonaro e de Moro.. incrivelllllllllll como podem nao comentar sobre o petrolao....triste como a tv band e a favor dos bandidos,1,2022-10-17T01:14:19Z
UgwyA8P2rGOMaEdTIwt4AaABAg,@nildaantao7398,Onde que para ter um pouco de luz desse raciocínio e do que é o melhor a fazer somos temos que ver em outros locais porque esse tipo de conversa a gente encontra em cada esquina e já estamos cansados disso,1,2022-10-17T01:13:39Z
Ugx1GzMxQD6dmjc2Hld4AaABAg,@cintiasouza7243,13 neles,0,2022-10-17T01:13:38Z
UgyZyNH7ztgdxl6fOpx4AaABAg,@nildaantao7398,Acho que o jornalismo deveria colocar para si a missão da verdade de todos os fatos na altura do campeonato ocorre a gente está correndo risco e perigo é toda uma sociedade e uma política Qual a gente que modificar esse debate não leva nada e muito incoerência se deve ajudar o povo e não confundi-lo mais a mentes que devem ser iluminadas a cabeças ao qual os olhos estão tampados e deve cair o véu e vocês fazem uma confusão a a função de vocês nesse momento eu acho e acredito que seria iluminar as cabeças para uma ótima escolha para o nosso país e não confundir a população mais ainda o debate não é construtivo e sim cheio de julgamentos não estamos num ponto na altura do campeonato de fazer julgamentos e sim de ver os fatos ao qual necessitamos para fazer a escolha certa eu acho que vocês têm muita responsabilidade e não estão sabendo usar,0,2022-10-17T01:12:38Z
Ugz0jmYimDJV4uCrast4AaABAg,@alessongomes3138,Aprende globo dando aula band,0,2022-10-17T01:10:42Z
UgxTwLwKBw69jIVkMOF4AaABAg,@alexandrerezende8363,Bolsonaro ganhou o debate. 22,0,2022-10-17T01:09:34Z
Ugxr_JRAzH82oyh_MLB4AaABAg,@adrianoperuzzo8469,BOLSSONARO deu um banho no luja,0,2022-10-17T01:09:14Z
UgwMY5TwRHS6rjlcQjl4AaABAg,@abimaelcavalcante2921,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,2022-10-17T01:09:05Z
Ugx84Y75TKWKnOU__it4AaABAg,@carlosalbertocarvalhodossa7180,Bolsonaro 22,1,2022-10-17T01:09:01Z
UgyFi6X1mQH0_O1D62V4AaABAg,@nildaantao7398,Agora peço  desculpa o bebate entre jornalista  tá fraco..neutro ...comentários  desapropriados  para o momento que estamos passando,0,2022-10-17T01:08:10Z
UgyDL0g1duovL7GRk0p4AaABAg,@mncsantos,🇧🇷🇧🇷22,1,2022-10-17T01:08:07Z
UgwA_NHYYgMuAX5a6hV4AaABAg,@alexandreribeiro6763,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷22!!!!!!,2,2022-10-17T01:08:02Z
UgxGXY5YIw5X3VGpfb94AaABAg,@bormorzx,como a band folga pro bandido lula,0,2022-10-17T01:07:51Z
UgzvJ-TKaom8-13QNdN4AaABAg,@walfrida1,Não aguento ver este molusco,0,2022-10-17T01:07:43Z
Ugx6-sqJkRdoMo4Aykh4AaABAg,@petercheleelaura1600,Bolsonaro 22 🇧🇷🇧🇷🇧🇷,1,2022-10-17T01:06:59Z
UgzR6gR4QPXXckQ4U5h4AaABAg,@CanutoBH1972,"Parabens a equipe da Band, pela iniciativa.
So gostaria de sugerir, como melhoria, instrumentos que evitassem um candidato a propagar fake news. talvez deixar espaço pro candidato exibir a fonte da argumentaçao ou alguma forms dr checagem.
Ainda mais que foi dificil ceder o tempo de resposta",0,2022-10-17T01:06:52Z
Ugwct7XrKPUQOIQx7BV4AaABAg,@maiormassa,"JOÃO 10:10 O ladrão vem pra roubar, matar e destruir",0,2022-10-17T01:06:50Z
Ugwrtz2kUk8eWUzGAMx4AaABAg,@bormorzx,os reportes da band sempre sendo tendeciosa..e sempre ao lado do bandido,0,2022-10-17T01:06:41Z
Ugw7pGv-xVHOy9JiMud4AaABAg,@bormorzx,esse toledo e um vagabundo.. vamos ver os outros reportes falando sobre a ladruagem do lula,0,2022-10-17T01:05:48Z
UgzTrMfMeyPl4-4PspB4AaABAg,@lunaneves8710,"Comentaristas simpatizantes do lula, ein.. um ex-presidiário debatendo com um histórico horrível e um dos comentaristas incomodado literalmente porque o passado foi lembrado. Todos arrumando motivos dos mais levianos p criticar Bolsonaro",0,2022-10-17T01:04:50Z
Ugwx1f-1AQl6rWxkCx14AaABAg,@alcidesbaiona8296,Bolsonaro 22,2,2022-10-17T01:04:26Z
UgzitwP7tmKWS4nUtUp4AaABAg,@curitiba1281,"Bolsonaro eleito pelo bem do Brasil. 
O lulaladrao fugiu de todas as perguntas 
Kkkkkkkkkkk.",1,2022-10-17T01:04:08Z
UgwdiLF5lkDI1y6RP-x4AaABAg,@geicianedossantos9666,22,0,2022-10-17T01:04:00Z
UgyFOpZ095c8lqrqMyh4AaABAg,@nildaantao7398,Todos e todas não tem necessidade Tiraria Vermelho Se fosse fazer uma prova dessa neutralidade eu acho que é tudo não tinha necessidade disso no final e pelo amor de Deus tem muita coisa que não se deve perguntar então questionando demais eu acredito que eles fizeram certo assim que Expor os pontos mais fortes do que tá acontecendo de errado para as pessoas abrirem os olhos da diferença de um governo para o outro o resto quem quiser que pesquise que já foi falado várias vezes e as pessoas tem memória curta agora não tem memória curta como o próprio jornalista falou não dá nem para lembrar de coisas antigas que já tiveram lá no passado isso daí é um erro tem que lembrar não é não deve lembrar tem que lembrar aí nosso problema é ter a mente fraca e esquecer as coisas que aconteceram e é isso que ele tá fazendo Tá lembrando jornalista não tá errado não viu não tá errado relembrar o que é do passado que as pessoas esquecem,0,2022-10-17T01:03:54Z
UgyOKICL3X6LrwpJc354AaABAg,@ClaudioSilva-lj2bv,Parabéns pelo debate!,0,2022-10-17T01:03:51Z
Ugy8rHom0JZ5eUFpke14AaABAg,@3637-m2p,*Band Show!*,0,2022-10-17T01:02:34Z
Ugxz88KUITTzyd1RLaZ4AaABAg,@lunaneves8710,Deus abençoe o Brasil,0,2022-10-17T01:02:28Z
UgwpqLznKcrbTEtREoV4AaABAg,@edisongiometti6061,O PT deveria encaminhar o Lula para um tratamento. Tá gaga e escrerosado.,0,2022-10-17T01:02:16Z
UgyXdvjBcQJmNzH13g14AaABAg,@lunaneves8710,Economista de vermelhão menosprezando as falas do Bolsonaro. Band tá querendo colher censura ?,0,2022-10-17T01:02:05Z
UgytupN4oVFCOEgiuu54AaABAg,@ciceromelodasilva6553,DEU MEDO AGENTE VIA O  ÓDIO NOS   OLHOS DO LADRÃO 👹🐒🦑Deus PROJETA NOSSO PRESIDENTE BOLSONARO 🇧🇷🙏🏻🇧🇷,0,2022-10-17T01:01:25Z
UgwFa16bmcBUAstEy2p4AaABAg,@terezinhapinto6067,Parabéns Band pela competência,0,2022-10-17T01:00:26Z
UgwrsrACItB9GfubZLZ4AaABAg,@roserroo,Parabéns Band pelo formato do debate 👏,1,2022-10-17T01:00:16Z
UgzIPi2MQhNYCxP2y6V4AaABAg,@countedcoin9738,"Eu espero que as pessoas sejam mais inteligentes nesse segundo turno, pq sério, colocar um cara que desrespeita a religião, quer legalizar o aborto, quer legalizar as drogas, e endividar o Brasil de novo para quebrar de uma vez, é muita sacanagem, mds do céu, como que ainda tem gente que torce pra ele? Kakakakak",0,2022-10-17T00:58:16Z
Ugw3TjT5xjIOxbnx4KB4AaABAg,@clotildemartinsvilani4220,"Parabéns jair messias Bolsonaro, agora eu sou 200% meu voto  e de minha família  ! Com toda certeza! Você que não sabe em quem votar vota no 22",0,2022-10-17T00:58:15Z
UgyAd3lMmakPcesrrAJ4AaABAg,@aronizmoraes383,"Lula está muito Gagá não tem mais condições,ou estava bêbado.",0,2022-10-17T00:57:58Z
UgysUNJeKjmRUfi7QWl4AaABAg,@dagobertooliveira5009,22,0,2022-10-17T00:56:47Z
Ugxs5g1WT3_KDO6IfLh4AaABAg,@uilzafernandes1156,Modo de debate da bandeirantes beneficiou o bolsonaro!!!!!!!!!!!!!!!!!!!,0,2022-10-17T00:56:42Z
UgxeHfyZkIVebO0Zvkd4AaABAg,@dagobertooliveira5009,BOLSONARO 22 GANHOU,0,2022-10-17T00:56:30Z
Ugzq-p6jj_5qoXBMFzd4AaABAg,@georgiachagas1704,13 neles!,0,2022-10-17T00:56:28Z
Ugz4QY8eZ4KXkSFjgMR4AaABAg,@gilmar9447,"Parabéns, A Band e ao seu jornalismo, a meu ver o atual presidente do BRASIL teve mais argumento e se desmonstrou mais seguro.",0,2022-10-17T00:56:16Z
Ugy28ipIjDw-YVd73bN4AaABAg,@tiagoluiz3129,Band parcial…. Deus mais direito de resposta ao Lula do ao Bolsonaro,1,2022-10-17T00:55:49Z
UgzjT9naSkiaynACUyh4AaABAg,@julianoreiguel3986,Bolsonaro 22 🇧🇷🇧🇷🇧🇷,0,2022-10-17T00:55:39Z
UgxN6q1z5W6nzHtDoA14AaABAg,@mirianrodrigues8151,Lula  já era Lula seu  lugar é na cadeia,0,2022-10-17T00:55:35Z
UgygB3A1QR9NLWN6jgJ4AaABAg,@silviaarcanjo3795,"O Lula é soberbo demais, ele fala com convicção q já ganhou, não gosto desse comportamento, desumilde totalmente.",0,2022-10-17T00:55:30Z
Ugx7jEt02z2LgT2kBdR4AaABAg,@Ezequielsimoes3495,"Não voto mais no lula sempre votei nele, dependendo dos discursos posso até votar no Bolsonaro, por enquanto não tenho candidato.",0,2022-10-17T00:55:14Z
Ugyc--i68B1IMJ9mfhd4AaABAg,@izeterodrigues7580,"Negaram direito de resposta ao presidente Bolsonaro, são todos combinados, todos querendo a volta do bandido de nove dedos, porém não não adianta, Bolsonaro reeleito 2022 Bolsonaro presidente até 2026! Deus no controle!🇧🇷🇧🇷🇧🇷🇧🇷🙏🙏🙏🙏🙏🙏🙏🖐️🖐️🖐️🖐️💓💓💓.  Lula ladrão na cadeia em 2023.",0,2022-10-17T00:55:13Z
Ugz-xzJWEFMx3vEB0cZ4AaABAg,@joaocesar5841,"Bolsonaro reeleito.  Bolsonaro é  o porta-voz do  povo brasileiro.  Está estruturando  o país. 
Parabéns  Bolsonaro",3,2022-10-17T00:55:10Z
UgxhAncXlx8iJqOtiNZ4AaABAg,@vanessapelegrinocardozo7778,"E quanto o aumento do piso de enfermagem, já foi aprovado, cancelado e agora vamos receber quando?",0,2022-10-17T00:55:07Z
UgxUy49CenfOBfE17bx4AaABAg,@cieredarosa2908,13,0,2022-10-17T00:55:02Z
Ugye94rH1YkfoW8fPnp4AaABAg,@brasilpordentro4269,22🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,2022-10-17T00:54:58Z
UgybM8-mNaN_53-Y2q54AaABAg,@cieredarosa2908,13,0,2022-10-17T00:54:54Z
UgzmlsDrPgazeGw4RO14AaABAg,@elianecarraro2255,Lula 13,0,2022-10-17T00:54:50Z
UgxKWmWoN5-VzeguFWV4AaABAg,@tiagoluiz3129,Vergonha da band,0,2022-10-17T00:54:39Z
Ugwd4QPRmkJd1uAL3Wx4AaABAg,@brasilpordentro4269,223,0,2022-10-17T00:54:33Z
UgwIn_NgcVpFb2fmnBp4AaABAg,@dagobertooliveira5009,BOlsonaro 22,0,2022-10-17T00:54:31Z
UgwXAUgPG1bJ5xDcSqp4AaABAg,@andreiaandradesilvasousa3746,Bolsonaro 22,0,2022-10-17T00:54:16Z
UgzG8x9W30KryQWfGbx4AaABAg,@deborahlopesdasilva3694,Só observando Os dois últimos pedido do Bolsonaro foi negado....🤔,1,2022-10-17T00:54:06Z
UgwAD0FTXlCzL5Qsi1N4AaABAg,@elianecarraro2255,Bolsonaro cínico,0,2022-10-17T00:53:49Z
Ugx2QckrIDIXgcUkaDR4AaABAg,@clarezasistemica,Como sempre o Lula tem o direito de resposta!,0,2022-10-17T00:53:31Z
UgwSs92e9SOSCglTnaR4AaABAg,@vnsvivianevns,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷22,0,2022-10-17T00:53:30Z
UgxTya93ig_g9P8bBlV4AaABAg,@silviaarcanjo3795,22 concordo com as propostas de governo do Bolsonaro.,0,2022-10-17T00:53:21Z
UgzeSZyDsWwWiJQBD9N4AaABAg,@joserubensalcantara9874,Boa noite o bolsonaro você podia ter perguntado dizendo assim juiz Lula o que o Brasil ganhou você fazendo 20 obras gigante fora do Brasil as obras que começou no Brasil não terminou dinheiro de rouanet e a copa do mundo que foi o sorteio para roubar só isso você tava dando era um tapão na boca desse ladrão só com essa palavra meu isso lá não tá tá Muito ousado pelo que ele fez no Brasil esse Ladrão pegou o Brasil com emprego é investimento o Real,1,2022-10-17T00:53:20Z
UgwaZJ9u2Qj01kxi8QV4AaABAg,@marpaulo2006,Mais uma vez a Band mostrando seu lado do bandido,0,2022-10-17T00:53:16Z
UgwNOCayZFZAfC1sTg94AaABAg,@AbraãoGamerr,22,0,2022-10-17T00:53:03Z
Ugz9GOHM8IPkWBHLhGh4AaABAg,@clarezasistemica,Direito de resposta somente para o Lula,0,2022-10-17T00:53:01Z
UgzxCMZvYDn56rdarPx4AaABAg,@daniloandrescardelato6746,Lula está gagazinho,0,2022-10-17T00:52:57Z
UgwZynU4GlDNNRO0IP14AaABAg,@alexandredoido5335,A Band vacilou em naonda direito de resposta a Bolsonaro.,0,2022-10-17T00:52:54Z
UgzQpZzA_mGGEMPggZR4AaABAg,@AlexandreAzevedobass,22 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,2022-10-17T00:52:41Z
Ugzh67yIHBaJJaxOiLl4AaABAg,@justiceirocontraahipocrisi7112,O  FAKE NEWS  DESTES  COMUNISTAS DA  BAND   TENTARAM  AJUDAR  O  PINÓQUIO  QUE  DESVIOU 8 TRILHÕES DO BRASIL  !,0,2022-10-17T00:52:30Z
Ugz495Uki1rXIM9mnTV4AaABAg,@danielcfalves9976,Parabéns Band . Debate com isenção.,0,2022-10-17T00:52:25Z
Ugz3BbbWL1KdqYtD2VB4AaABAg,@joserubensalcantara9874,Era para você ter perguntado era te dizido assim juiz Lula o que o Brasil ganhou você fazendo 20 obras gigantes fora do Brasil a copa do mundo que foi o sorteio para roubar as obras que começou no Brasil não terminou dinheiro de rouanet para os rico o que o Brasil ganhou com isso Você perguntava esse ladrão bolsonaro é isto e ontem bolsonaro a carne da Friboi quem mandou para fora não foi o governo desse velho então por isso que,1,2022-10-17T00:52:23Z
UgybdYZLF_RHOhoUSnB4AaABAg,@malumamenegheti5201,Cadê o direto de resposta do Bolsonaro? Vcs são parciais e canalhas,0,2022-10-17T00:52:12Z
Ugy9-usmWSTgOk0MNdp4AaABAg,@roselenedaconceicaosilva8266,Lula vc disse que vai controlar as redes sociais dos  brasileiros todos nós somos Livres,0,2022-10-17T00:52:08Z
UgyTBRo5JA7dfkcAbxV4AaABAg,@FrederickNeiman,Presidente BOLSONARO2022 ARRAZOU COM O 9 DEDOS,0,2022-10-17T00:50:30Z
UgwfQoKIYKf08X9WfL54AaABAg,@justiceirocontraahipocrisi7112,O  PINÓQUIO  DE  9  DEDOS  NÃO  TEM  DOCUMENTOS  QUE  PROVAM  AS MENTIRAS  QUE ELE  FALA  DO  PRESIDENTE  !   É  UM NÉSCIO CONDENADO  EM TODAS INSTÂNCIAS  POR DIVERSOS MAGISTRADOS  E  É FICHA SUJA  CONDENADO!,0,2022-10-17T00:50:04Z
Ugy4oBDW9ie_QaRLhxV4AaABAg,@neuzaribeiro9915,Isso mesmo Presidente 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,2022-10-17T00:49:33Z
Ugza1sZpZI3kzewquEh4AaABAg,@roselenedaconceicaosilva8266,Lula vc vai voltar na cena do crime eu não esqueço do seu governo vc foi o pior governo,0,2022-10-17T00:49:20Z
UgyLvmALt8_DcaAkpm94AaABAg,@neuzaribeiro9915,"Mentira, você  vai voltar para cadeia ,nunca cuidou do Brasil , você quer roubar outra vez 😡",0,2022-10-17T00:49:02Z
UgwpUUXgkWKDJHOGJA94AaABAg,@22081952able,"Parabens aos jornalistas da Band pela paciencia em enfrentar tal trabalho. Este povo tem pessoas mais cults do que pensamos e ambos os canditados nos humilham. Sera que algum deles conhece ums professora bahian chamada Elisete Silva? Bahiana , mulher e negta",0,2022-10-17T00:48:17Z
Ugw2zKDEogB4Hv_GCFZ4AaABAg,@doroteiamesquita4045,Lula Carvajal da Silva,0,2022-10-17T00:47:58Z
UgzUYqzT0t1_SA4GPE14AaABAg,@doroteiamesquita4045,🙏🏼🇧🇷👨‍👩‍👧‍👦2️⃣2️⃣✔️💚💛 LIBERDADE,0,2022-10-17T00:47:41Z
UgxXrlyGd3XamuewMTp4AaABAg,@telmarecchia6564,Nossa bandeira não será  Vermelha . Bolsonaro  22 🇧🇷😎,0,2022-10-17T00:47:11Z
Ugzgchd4tKZAz2LV2qd4AaABAg,@neuzaribeiro9915,Parabéns Bolsonaro  disse tudo,0,2022-10-17T00:47:11Z
Ugyf3H-tW0M8IG0dhXl4AaABAg,@justiceirocontraahipocrisi7112,"FECHOU IGREJAS, FECHOU EMPRESAS ,  IMPEDIU PESSOAS HONESTAS HUMILDES  DE  TRABALHAR  NAS  RUAS !  MAS  ACEITOU  BAILE  DE  TRAFICANTES  COMPARSAS  QUE  CRIOU  AUMENTO  DA CRACOLÂNDIA  !",0,2022-10-17T00:46:53Z
UgyEgT9cZq7l4jNpflt4AaABAg,@ciceraestevam8313,Lula  é  um fake,0,2022-10-17T00:46:32Z
Ugy-fDlqnDunFLy21vF4AaABAg,@geexaves8021,"Vocês estão fazendo uma campanha para o bossonaro ,o programa aí e especial para priorizar ele o povo já perceberam isso que vergonha para vocês da Band ai",0,2022-10-17T00:46:10Z
UgzCvDKXJ81NxnpcCNF4AaABAg,@roselenedaconceicaosilva8266,Eu ganhava quarenta reais no tempo do Lula ainda foi bloqueado no momento que eu mais precisava eu sou 22,0,2022-10-17T00:46:01Z
UgwTtwip052zR7QsRo94AaABAg,@neuzaribeiro9915,Lula só pensa nele 😡😡😡😡,0,2022-10-17T00:45:55Z
UgxmNFZT2ovG-5ThnnN4AaABAg,@telmarecchia6564,Bolsonaro 22  🇧🇷😎👋👋👋,0,2022-10-17T00:45:47Z
UgxuUFLcvKo6C6s1ruZ4AaABAg,@uelitonsantana5522,Bolsonaro 22,0,2022-10-17T00:44:30Z
UgyS-eP14lLDJSpdQll4AaABAg,@mariany2926,"Estou aqui indignada, como professora de escola pública, com essa fala do candidato Lula, falar que nós durante essa pandemia não trabalhamos? Ao invés de falar com prefeitos e governadores fala com os professores. Você não sabe como foi nossa vida durante a pandemia, tendo que se reinventar, estudando meios de ajudar nossos alunos, sendo autores de apostilas, nossas crianças passaram pela pandemia sem o ambiente ideal para aprendizagem, mas fizemos os mesmos esforços que professores particulares, infelizmente nossas crianças não tinham as mesmas condições que os mais favorecidos, isso porque você tirou todos da pobreza né. Respeite os professores por favor!",3,2022-10-17T00:43:44Z
UgxeeGJ5a9qN5Xz3WiR4AaABAg,@neuzaribeiro9915,Não queremos isso para o Brasil,0,2022-10-17T00:43:41Z
UgyWbbfRkzn4KlBetWJ4AaABAg,@ryandra3619,22🇧🇷,0,2022-10-17T00:42:59Z
Ugzo4WhPWPShr4T5d0x4AaABAg,@justiceirocontraahipocrisi7112,ESTE PINÓQUIO  QUER  UMA  NAÇÃO  DE VICIADOS  E TEM POLÍTICA  DE LIBERAÇÃO DE COCAÍNA  POR  ISSO SE REUNIU  COM CRIMINOSOS  NO MORRO DO ALEMÃO!,0,2022-10-17T00:41:46Z
Ugy9Zg9iYHLTKg5tYm94AaABAg,@neuzaribeiro9915,"Verdade, ele e a favor das drogas ,abortos ,quer fechar as igrejas,meu Presente para você é um soco na cara , Bolsonaro continuará sendo nosso Presidente 🇧🇷",0,2022-10-17T00:41:40Z
Ugwz54uV1kNebGjJLB54AaABAg,@janimugnon8443,# Bolsonaro 22,0,2022-10-17T00:40:14Z
Ugx9_2UsndcskeWWqWJ4AaABAg,@neuzaribeiro9915,Ele é tem orgulho com razão,0,2022-10-17T00:38:05Z
UgxV7Kdt_QXhjcPyd8x4AaABAg,@luizasilva9163,"Sr lula ,vc culpa Bolsonaro pelas mortes por COVID,e eu culpo vc pela morte do meu filho de 1ano e um mês, faltou o socorro apropriado porq o seu governo não estava repassando a verba para o SUS,ouvi no telefone na busca de um leito de UTI pro meu BB,e ainda me disseram q se eu quisesse q a as vagas q tinham na UTI me custaria 90000 reais ,ou seja não tinha condições porq vc não me colocou rica .",0,2022-10-17T00:37:30Z
UgwPU-YZG2gY58RjTeB4AaABAg,@neuzaribeiro9915,Então é você,0,2022-10-17T00:37:28Z
