id,autor,comentario,likes,data,num_caracteres,num_palavras,dia,comentario_limpo
UgwHXKQxT2hX_33wxKJ4AaABAg,@nelsonkorb,B 22  nossa salvação,0,2022-10-16 23:01:09+00:00,20,4,2022-10-16,b 22 nossa salvação
UgwhKDcK0sPogI9p5C54AaABAg,@RubensVieira1983,Coloca esse ladrão em seu devido lugar presidente,0,2022-10-16 23:00:32+00:00,49,8,2022-10-16,coloca esse ladrão em seu devido lugar presidente
UgygqFmrUCnLh0k_VvR4AaABAg,@helenamonteiro5822,Qual o Canal da BAND?,0,2022-10-16 23:00:21+00:00,21,5,2022-10-16,qual o canal da band?
Ugz2WysFo-cD0akAnwF4AaABAg,@Maradjs2010,"Quanta mentira do ciro e do lula.  Vamos Reeleger Jair Bolsonaro , Deus Pátria família e liberdade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 É Jair ou já era  Jair Bolsonaro 22.",0,2022-10-16 22:58:58+00:00,146,26,2022-10-16,"quanta mentira do ciro e do lula. vamos reeleger jair bolsonaro , deus pátria família e liberdade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 é jair ou já era jair bolsonaro 22."
UgzP8OP9DprOcCimX9F4AaABAg,@patriciaesteves9108,Deus te dê sabedoria e paciência presidente não entra nas provocações do santinho do pau oco.,0,2022-10-16 22:58:53+00:00,93,16,2022-10-16,deus te dê sabedoria e paciência presidente não entra nas provocações do santinho do pau oco.
UgyD5ZBvtSk5ZjnJgi14AaABAg,@betaniafelix4093,Lula deixa o Brasil em paz,0,2022-10-16 22:58:52+00:00,26,6,2022-10-16,lula deixa o brasil em paz
Ugzr8_tvUYeEq9N-3iN4AaABAg,@patriciaesteves9108,"Precisamos confiar que Deus nao permitirá essa maldição p  o Brasil.
A classe mais pobre acredita que Lula é um simples operário. Não sabem que ele agora é milionário com os filhos e amigos, a custa do roubo da Petrobrás. Pensam que ele é inocente. A Globo, a mídia é ele, falam essa mentira.  Não é apenas uma eleição é sim o futuro de toda uma NAÇÃO 🇧🇷🇧🇷🇧🇷.  o brasileiro tem memória curta. Bolsonaro 22.",0,2022-10-16 22:57:58+00:00,406,75,2022-10-16,"precisamos confiar que deus nao permitirá essa maldição p o brasil. a classe mais pobre acredita que lula é um simples operário. não sabem que ele agora é milionário com os filhos e amigos, a custa do roubo da petrobrás. pensam que ele é inocente. a globo, a mídia é ele, falam essa mentira. não é apenas uma eleição é sim o futuro de toda uma nação 🇧🇷🇧🇷🇧🇷. o brasileiro tem memória curta. bolsonaro 22."
UgzYae_20jBgcsrA4LJ4AaABAg,@soniacofraga,é Bolsonaro 2022,0,2022-10-16 22:57:51+00:00,16,3,2022-10-16,é bolsonaro 2022
Ugxkwd8RRQfyEWxHroV4AaABAg,@CarlosAlberto-lf5yb,Boa noite presidente lula porque o senhor está a favor do aborto,0,2022-10-16 22:56:54+00:00,64,12,2022-10-16,boa noite presidente lula porque o senhor está a favor do aborto
UgxET-Vo9YTqt1v3VBt4AaABAg,@betaniafelix4093,Lula você é a favor do aborto pergunto mas já sei a resposta tenho medo de ter você como previdente do Brasil mas confiou em Deus que sabe todas as coisas,0,2022-10-16 22:56:38+00:00,154,31,2022-10-16,lula você é a favor do aborto pergunto mas já sei a resposta tenho medo de ter você como previdente do brasil mas confiou em deus que sabe todas as coisas
Ugwl7TnRIbNMa9eiBHF4AaABAg,@Maradjs2010,Dia 30/10/22 Vamos aposentar o Lula.,0,2022-10-16 22:56:31+00:00,36,6,2022-10-16,dia 30/10/22 vamos aposentar o lula.
UgxM3Ddtn6bvmTOLEOR4AaABAg,@angelaalves9056,"Educação, saúde , emprego",0,2022-10-16 22:54:20+00:00,25,4,2022-10-16,"educação, saúde , emprego"
UgyHXBD-T7SzHoliXu14AaABAg,@betaniafelix4093,Nós sabemos o que acontece e o que vai acontecer.,0,2022-10-16 22:52:32+00:00,49,10,2022-10-16,nós sabemos o que acontece e o que vai acontecer.
UgxLvQixbLf_lShtAsJ4AaABAg,@betaniafelix4093,Espero ver direitos iguais que não seja como na Globo,0,2022-10-16 22:51:02+00:00,53,10,2022-10-16,espero ver direitos iguais que não seja como na globo
UgyeU7LB02yXpYiAoAp4AaABAg,@betaniafelix4093,Esse debate vai cair a máscara do PT,1,2022-10-16 22:49:15+00:00,36,8,2022-10-16,esse debate vai cair a máscara do pt
UgxwDuqmtTux4_bwLid4AaABAg,@angelaalves9056,"boa noite Bolsonaro que em quatro anos nunca fez nada  daqui a pouco vai falar que vai fazer tudo, só fala que baixou a gasolina , faltando dois meses pras eleições, tirou o direito dos trabalhadores.",1,2022-10-16 22:48:02+00:00,200,36,2022-10-16,"boa noite bolsonaro que em quatro anos nunca fez nada daqui a pouco vai falar que vai fazer tudo, só fala que baixou a gasolina , faltando dois meses pras eleições, tirou o direito dos trabalhadores."
UgxU3J2bRxP8oZDTf794AaABAg,@renatabreslauer4702,Bolsonaro 22 💛💚👍🇧🇷🇩🇪,0,2022-10-16 22:40:08+00:00,20,3,2022-10-16,bolsonaro 22 💛💚👍🇧🇷🇩🇪
UgzybT0mXPFViRSg5Yd4AaABAg,@carlossouza844,Gostei mais do estilo de voces tres ......Parabens !!!,1,2022-10-16 22:37:59+00:00,54,9,2022-10-16,gostei mais do estilo de voces tres .parabens !
UgyAjY0CTetb_AIIfpN4AaABAg,@carlossouza844,Josias j a estava sentando madeira em ??????Bolsonaro .......qual problema dele hem ??,0,2022-10-16 22:36:56+00:00,86,13,2022-10-16,josias j a estava sentando madeira em ?bolsonaro .qual problema dele hem ?
UgzdzgKZwTivfSbVw394AaABAg,@wagnergomes3964,A Band é a melhor,0,2022-10-16 22:35:18+00:00,17,5,2022-10-16,a band é a melhor
UgyzuDVKSaTjeRGP9K54AaABAg,@SandraOliveira-hj9lx,Jornalismo é o povo,0,2022-10-16 22:29:20+00:00,19,4,2022-10-16,jornalismo é o povo
UgxXEb1Jo5TWtPKx7FZ4AaABAg,@antoniowlademiralvessampai4560,Vagabundos ele fez uma live canalhas,0,2022-10-16 22:29:20+00:00,36,6,2022-10-16,vagabundos ele fez uma live canalhas
Ugxo0Kl6A0oehBqXlX14AaABAg,@Angel-fm4by,L_U_L_A 13 ♥P.R.E.S.I.D.E.N.T.E♥,2,2022-10-16 22:18:13+00:00,32,3,2022-10-16,l_u_l_a 13 ♥p.r.e.s.i.d.e.n.t.e♥
UgzK_57UqIiOJEd1umh4AaABAg,@Angel-fm4by,L_U_L_A 13 ♥P.R.E.S.I.D.E.N.T.E♥,2,2022-10-16 22:18:05+00:00,32,3,2022-10-16,l_u_l_a 13 ♥p.r.e.s.i.d.e.n.t.e♥
UgwbZ5Ai1GUp0FevLUV4AaABAg,@Angel-fm4by,L_U_L_A 13 ♥P.R.E.S.I.D.E.N.T.E♥,1,2022-10-16 22:17:58+00:00,32,3,2022-10-16,l_u_l_a 13 ♥p.r.e.s.i.d.e.n.t.e♥
UgxdbAfx3c_-G2BvX214AaABAg,@pedrobazzo3444,lava jato e mensalão,0,2022-10-16 22:16:57+00:00,20,4,2022-10-16,lava jato e mensalão
UgwRwV7C4CxZbwJ10E94AaABAg,@pedrobazzo3444,lava jato e mensalão,0,2022-10-16 22:16:45+00:00,20,4,2022-10-16,lava jato e mensalão
Ugz7R2hzfK041oOwCkh4AaABAg,@eliasfreire9498,Elias freire é Bolsonaro 22 reeleito,0,2022-10-16 21:58:51+00:00,36,6,2022-10-16,elias freire é bolsonaro 22 reeleito
UgxP8rhgP-N5Ww_ni7d4AaABAg,@mariaclaudiacamachodecarva2208,"Boa sorte e esteja com Deus, meu Presidente Bolsonaro. Sou de Caldas, MG.",0,2022-10-16 21:53:34+00:00,73,13,2022-10-16,"boa sorte e esteja com deus, meu presidente bolsonaro. sou de caldas, mg."
Ugw7abAREK3861IjfAN4AaABAg,@joasnacimentobelarminobela2083,Tamo juntos juntos com Lula e 13,2,2022-10-16 21:44:01+00:00,32,7,2022-10-16,tamo juntos juntos com lula e 13
UgxykGCNekBMXTxBLut4AaABAg,@n.mfreitas5643,FOLHA DE SÃO PAULO 🤧🤧🤧🤧🤧🤧,0,2022-10-16 21:29:39+00:00,25,5,2022-10-16,folha de são paulo 🤧🤧🤧🤧🤧🤧
UgwgSj5PfjGmR_9Q-kN4AaABAg,@n.mfreitas5643,"UOL , Folha de São Paulo esses dois jornalismo vergonhoso!!!!",1,2022-10-16 21:26:42+00:00,61,10,2022-10-16,"uol , folha de são paulo esses dois jornalismo vergonhoso!"
UgyrjUigTt7_J76Own14AaABAg,@nelson4424,"Esperamos Debate sério ...e não lavar roupa suja na tv , pois nós queremos solução Brazil ..e não ficar acusado um ou outro !!! Prezitente sério",0,2022-10-16 19:38:21+00:00,144,26,2022-10-16,"esperamos debate sério .e não lavar roupa suja na tv , pois nós queremos solução brazil .e não ficar acusado um ou outro ! prezitente sério"
Ugx469TLRCAwWj9feA94AaABAg,@nelson4424,Parabéns a Band tv em mostrar ao Brazil que é quem !!!!,0,2022-10-16 19:36:54+00:00,55,12,2022-10-16,parabéns a band tv em mostrar ao brazil que é quem !
UgwWhQjCRM5Ev0jyxSJ4AaABAg,@cellpaesdebarros8858,🫵🫵🫵🫵🫵 LUGAR BANDIDO CADEIAAAAA NÃO DEBATE 🫵🫵🫵🫵🫵,0,2022-10-16 19:25:01+00:00,47,7,2022-10-16,🫵🫵🫵🫵🫵 lugar bandido cadeiaaaaa não debate 🫵🫵🫵🫵🫵
UgxzRKLj5Jhwc_3Kva94AaABAg,@cellpaesdebarros8858,🛑🛑🛑 ACORDEM ❗NAÇÃO BRASILEIRA DE BEM JAMAIS ACEITARÁ EX PRESIDIÁRIO CULPADO JULGADO CONDENADO PRESO IMPOSIÇÃO INSTITUIÇÕES APARELHADAS LUGAR CADEIAAAAA SAQUEOU QUINTILHÕES COFRES PÚBLICOS CONTINUAM NOS REPRESENTAR CÂMARA CONGRESSO SUPREMO INSTITUIÇÕES APARELHADAS ❌ VERGONHA….SÓ TERRAS MAE JOANA 🫵,0,2022-10-16 19:24:09+00:00,297,37,2022-10-16,🛑🛑🛑 acordem ❗nação brasileira de bem jamais aceitará ex presidiário culpado julgado condenado preso imposição instituições aparelhadas lugar cadeiaaaaa saqueou quintilhões cofres públicos continuam nos representar câmara congresso supremo instituições aparelhadas ❌ vergonha….só terras mae joana 🫵
UgwxuxNwEKot-djiBFB4AaABAg,@lucischroeder9407,"Bolsonaro está seguindo as ideias de Edir Macedo, Silas Mala sem alça, RR Soares, Marco Feliciano e outros religiosos que ele tanto apoia financeiramente e tributariamente, que é roubar um futuro digno para o brasileiro tirando as esperanças fazendo as pessoas não conseguirem um emprego que lhe dê um futuro digno.",1,2022-10-16 14:16:43+00:00,315,51,2022-10-16,"bolsonaro está seguindo as ideias de edir macedo, silas mala sem alça, rr soares, marco feliciano e outros religiosos que ele tanto apoia financeiramente e tributariamente, que é roubar um futuro digno para o brasileiro tirando as esperanças fazendo as pessoas não conseguirem um emprego que lhe dê um futuro digno."
UgxmITVhyKXWkaxrL7J4AaABAg,@propositodeliberdade,Lula 13 ❤️🇧🇷❤️🇧🇷❤️,1,2022-10-16 00:11:46+00:00,18,3,2022-10-16,lula 13 ❤️🇧🇷❤️🇧🇷❤️
UgxfM2T4rIGmr01kUUN4AaABAg,@lianalippi,Claro vcs Es onde RAM tudo como o seu EX presidiario com a globo amamentando por vcs PT,0,2022-10-15 23:32:48+00:00,87,18,2022-10-15,claro vcs es onde ram tudo como o seu ex presidiario com a globo amamentando por vcs pt
UgzXSDbhD7hNNyn-2nV4AaABAg,@lianalippi,Corrupção esta acabando com o governo de Bolsonaro e voltará com PT MDB e vcs aliadps,0,2022-10-15 23:31:29+00:00,85,16,2022-10-15,corrupção esta acabando com o governo de bolsonaro e voltará com pt mdb e vcs aliadps
UgzKewyHhOWQNA6Wsb94AaABAg,@lianalippi,Governadores petistas por ganhar propina😄😄😄😄😄,0,2022-10-15 23:30:09+00:00,45,5,2022-10-15,governadores petistas por ganhar propina😄😄😄😄😄
Ugycc9oHAFtIQCvzfUZ4AaABAg,@lianalippi,KkkkkkLula e vcLula que nao sai às ruas por medokkkkk😄😄😄😄😄,0,2022-10-15 23:29:34+00:00,58,10,2022-10-15,kkkkkklula e vclula que nao sai às ruas por medokkkkk😄😄😄😄😄
UgyZc4DMouWLnvz6Xep4AaABAg,@lianalippi,Ciao Gomez vc nao sabe o que esta falando para de se mostrar com os seus Blogs pra tentar ganhar votos vc nao é intelligente suficiente perante o Bolsonaro 🙏🇧🇷☘✅❤️2️⃣2️⃣,0,2022-10-15 23:25:05+00:00,169,30,2022-10-15,ciao gomez vc nao sabe o que esta falando para de se mostrar com os seus blogs pra tentar ganhar votos vc nao é intelligente suficiente perante o bolsonaro 🙏🇧🇷☘✅❤️2️⃣2️⃣
UgylBA3PzMelGruE03V4AaABAg,@lianalippi,É rudo Papo em hora de eleicao e diz que é inocente isso é Vergunha Lula porque vc Lula nao dá aos pobres os teus bilhoes de casamento que so os corruptos foram convidados. Os pobres sao otimos para serem comprados em otoscono ocorreuno 1o. TURNO 😄😄😄😄😄Lula vc nao vai às ruasporque⁉️⁉️⁉️⁉️⁉️,0,2022-10-15 23:19:45+00:00,291,52,2022-10-15,é rudo papo em hora de eleicao e diz que é inocente isso é vergunha lula porque vc lula nao dá aos pobres os teus bilhoes de casamento que so os corruptos foram convidados. os pobres sao otimos para serem comprados em otoscono ocorreuno 1o. turno 😄😄😄😄😄lula vc nao vai às ruasporque⁉️⁉️⁉️⁉️⁉️
Ugw5sBjz1Wv69I7h7cl4AaABAg,@lianalippi,Roubaram a nacao brasileira PT,0,2022-10-15 23:15:41+00:00,30,5,2022-10-15,roubaram a nacao brasileira pt
Ugw2JOfqDnUA3Ds_Eyx4AaABAg,@lianalippi,Pao com mortadela enque vc Luka Fez um casamento de trilhoes e nao convidou os seus pobres kkkkkkkkkkkkk,0,2022-10-15 23:14:58+00:00,104,18,2022-10-15,pao com mortadela enque vc luka fez um casamento de trilhoes e nao convidou os seus pobres kkkkkkkkkkkkk
Ugwv9wGNHXaIhET1aDR4AaABAg,@lianalippi,Parabens Srm D Avila temos de acabar com esse STF corruptos,0,2022-10-15 22:54:22+00:00,59,11,2022-10-15,parabens srm d avila temos de acabar com esse stf corruptos
Ugxcg1rwKLATCh74k-N4AaABAg,@lianalippi,Stf Alexandre de Moraes é uma vergonha no STF com os seus petistas corruptos,0,2022-10-15 22:52:39+00:00,76,14,2022-10-15,stf alexandre de moraes é uma vergonha no stf com os seus petistas corruptos
Ugx1qXT0YY8gq9pVRrx4AaABAg,@lianalippi,Volte ao passado mas deixe a presoidencia para Bolsonrio Deus acime de tudo,0,2022-10-15 22:50:50+00:00,75,13,2022-10-15,volte ao passado mas deixe a presoidencia para bolsonrio deus acime de tudo
Ugwgtn4DVXUXC9_D5_Z4AaABAg,@PeNSaadooRr,"Bolsonaro não é um homem de lábios enganosos no doce apimentado do veneno , assim como o lula . 
 Em 94 pelo mesmo motivo despacharam Enéias , Bolsonaro é um homem direto e bruto em expremir-se porém ele não é falso , claro que o Bolsonaro não é um homem ícone , e sim por ser conservador , a galera do quero nada tá toda braba até vandalizando igrejas , bom eu creio que a eleição de Bolsonaro será menos destrutiva ao país do que a de lula que com certeza irá apodrecer a economia",0,2022-10-15 22:49:55+00:00,482,95,2022-10-15,"bolsonaro não é um homem de lábios enganosos no doce apimentado do veneno , assim como o lula . em 94 pelo mesmo motivo despacharam enéias , bolsonaro é um homem direto e bruto em expremir-se porém ele não é falso , claro que o bolsonaro não é um homem ícone , e sim por ser conservador , a galera do quero nada tá toda braba até vandalizando igrejas , bom eu creio que a eleição de bolsonaro será menos destrutiva ao país do que a de lula que com certeza irá apodrecer a economia"
UgyhMC8BC0tTLtq6gf54AaABAg,@lianalippi,Parabéns Sr D Avila 🙏🇧🇷☘✅2️⃣2️⃣🌏❤️✅⁉️🌎🙏🇧🇷☘,0,2022-10-15 22:49:03+00:00,42,5,2022-10-15,parabéns sr d avila 🙏🇧🇷☘✅2️⃣2️⃣🌏❤️✅⁉️🌎🙏🇧🇷☘
UgzRq9AKakzCMKSjRod4AaABAg,@lianalippi,Pte todos seus aliados naö amam a Patria e vc fala sem saber o que esta falamdo,0,2022-10-15 22:47:12+00:00,79,17,2022-10-15,pte todos seus aliados naö amam a patria e vc fala sem saber o que esta falamdo
Ugzme63N7joNq8lS-Gp4AaABAg,@PeNSaadooRr,"Lula defendendo melhorar a educação, se ele realmente se preucupasse não tinha escolhido esse vice dele que desviou muito dinheiro das escolas...",0,2022-10-15 22:44:59+00:00,145,22,2022-10-15,"lula defendendo melhorar a educação, se ele realmente se preucupasse não tinha escolhido esse vice dele que desviou muito dinheiro das escolas."
Ugy9x6C-lRunvI4KcIt4AaABAg,@lianalippi,Para de falar Petista vc continua com os sezs processos mentiroso,0,2022-10-15 22:37:33+00:00,65,11,2022-10-15,para de falar petista vc continua com os sezs processos mentiroso
UgxqDxcTgGHvlYHXuBp4AaABAg,@mcearassilva2108,O padre Kelmon tirou uma das mascara do lula.  Veremos amanhã qual mascara ele vai usar no debate com o Bolsonaro. Imagens q o lula usa várias dependendo do trouxa com quem ele conversa.,0,2022-10-15 19:18:39+00:00,186,34,2022-10-15,o padre kelmon tirou uma das mascara do lula. veremos amanhã qual mascara ele vai usar no debate com o bolsonaro. imagens q o lula usa várias dependendo do trouxa com quem ele conversa.
UgwOTuWbziE0xVFW0zp4AaABAg,@SUZYGIRL04,Dízimo fundão eleitoral kkkk arrasou,0,2022-10-14 19:43:58+00:00,36,5,2022-10-14,dízimo fundão eleitoral kkkk arrasou
UgzNWmX4jn7lu4Ndv4V4AaABAg,@SUZYGIRL04,Bolsonaro arrasa com todos esses candidatos é engoliu seco  🤬 kkkkk,0,2022-10-14 19:26:24+00:00,67,11,2022-10-14,bolsonaro arrasa com todos esses candidatos é engoliu seco 🤬 kkkkk
UgysBiZ23BP5WzKTXmZ4AaABAg,@SUZYGIRL04,Poupança jovem kkk 5.000 mil reais que absurdo 🤣🤣🤣🤣,0,2022-10-14 18:58:51+00:00,51,9,2022-10-14,poupança jovem kkk 5.000 mil reais que absurdo 🤣🤣🤣🤣
Ugx7yP-9EE2ITKOKhQ54AaABAg,@SUZYGIRL04,Pior anti patriota é ter sempre em mente manter o Brasil atrasado e sendo explorado,0,2022-10-14 18:53:18+00:00,83,15,2022-10-14,pior anti patriota é ter sempre em mente manter o brasil atrasado e sendo explorado
UgzOnks6hN3HC-LcwNt4AaABAg,@inacioantonioneto729,Existem dois Caminhos para você. Esquerda e Direita.  Cuidado tá na Bíblia.,0,2022-10-14 17:56:04+00:00,75,12,2022-10-14,existem dois caminhos para você. esquerda e direita. cuidado tá na bíblia.
Ugxyvu6h6PCXAkg-2294AaABAg,@nevesguitarrapower1092,Lulu você  é bandido cara se ex presidiário votei no pt 16 anos fora pt viva nossa presidente Bolsonaro!!,1,2022-10-13 15:55:55+00:00,105,19,2022-10-13,lulu você é bandido cara se ex presidiário votei no pt 16 anos fora pt viva nossa presidente bolsonaro!
Ugz8lpNGl6e-y_ytHsh4AaABAg,@edsonlima4997,Parabéns a Band nossa pq o debate na Band e diferente e gostoso o clima parabéns a tv band,0,2022-10-12 22:36:12+00:00,90,19,2022-10-12,parabéns a band nossa pq o debate na band e diferente e gostoso o clima parabéns a tv band
Ugw9fdZ7NB6Rev57EBN4AaABAg,@murphy1207,simone tentando enganar a gnt fingindo q n ama a soraya aiai,0,2022-10-12 20:45:41+00:00,60,12,2022-10-12,simone tentando enganar a gnt fingindo q n ama a soraya aiai
UgznabF9vwsGlvTBm1R4AaABAg,@ana218ana,Luladrao nunca mais...,0,2022-10-12 01:22:46+00:00,22,3,2022-10-12,luladrao nunca mais.
Ugy3baTo5Zihx4lqbTN4AaABAg,@MiCoPiloto,"Sem dúvida eu não queria o bolsonaro, pensei em Ciro... mas após Ciro falar que o PT nunca mais Lula...o PT roubou tanto o Brasil, que o povo não merece mais isso!!!!! ...  e Lula nem se defendeu, calou-se e concedeu-lhe o poder de fala!!!! Sendo assim falei Ciro é sincero.... foi ai que me enganei...🤭 Ciro perde e se junta a corja... do PT, e na cara larga chamou nós de cego e surdos figuradamente... mas na cara larga de idiotas! Foi então que falei posso não gostar Bolsonaro, mas é verdadeiro e o único que fez algo pelo Nordeste e pelo Brasil todo!  Fecharemos bom Bolsonaro 2️⃣2️⃣🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,2022-10-11 04:43:37+00:00,609,109,2022-10-11,"sem dúvida eu não queria o bolsonaro, pensei em ciro. mas após ciro falar que o pt nunca mais lula.o pt roubou tanto o brasil, que o povo não merece mais isso! . e lula nem se defendeu, calou-se e concedeu-lhe o poder de fala! sendo assim falei ciro é sincero. foi ai que me enganei.🤭 ciro perde e se junta a corja. do pt, e na cara larga chamou nós de cego e surdos figuradamente. mas na cara larga de idiotas! foi então que falei posso não gostar bolsonaro, mas é verdadeiro e o único que fez algo pelo nordeste e pelo brasil todo! fecharemos bom bolsonaro 2️⃣2️⃣🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷"
Ugy067o-7UK0399Si1J4AaABAg,@antoniolopodesa7981,"VAI DA PT , VAI DA PT , VAI DA PT.",0,2022-10-11 02:12:39+00:00,34,11,2022-10-11,"vai da pt , vai da pt , vai da pt."
Ugwpwfh4l1MT-uQQTRx4AaABAg,@joelviana2664,"Boa noite patriota.
Tarcísio está super preparado para governar são Paulo. Simplesmente tratorou o Haddad. Tarcísio é 10.👏👏👏👏👏👏👏",0,2022-10-11 02:09:40+00:00,128,18,2022-10-11,boa noite patriota. tarcísio está super preparado para governar são paulo. simplesmente tratorou o haddad. tarcísio é 10.👏👏👏👏👏👏👏
UgxL1bwlbo-m5fxL5mR4AaABAg,@margaridapereira6417,Adad é mentiroso,0,2022-10-11 01:45:42+00:00,16,3,2022-10-11,adad é mentiroso
Ugxzb84mJQCJtqZbB014AaABAg,@margaridapereira6417,Lula acabou com o Brasil e os brasileiros,0,2022-10-11 01:45:05+00:00,41,8,2022-10-11,lula acabou com o brasil e os brasileiros
UgyCc94TyDqNYpAjmKF4AaABAg,@margaridapereira6417,Lula acabou com o Brasil,0,2022-10-11 01:43:43+00:00,24,5,2022-10-11,lula acabou com o brasil
Ugy2jZJXzvMXQ67a7E94AaABAg,@margaridapereira6417,"Tarcísio Freitas dá um banho nesse petistas mente, ele foi o pior governo de são Paulo. Eu moro em São Paulo e sei que o PT acabou com a capital de são Paulo",0,2022-10-11 01:43:24+00:00,157,33,2022-10-11,"tarcísio freitas dá um banho nesse petistas mente, ele foi o pior governo de são paulo. eu moro em são paulo e sei que o pt acabou com a capital de são paulo"
Ugx2If_Nt-SoZFO7BoZ4AaABAg,@letidaniel7476,Onix nosso futuro governador do Rio Grande do Sul,0,2022-10-11 01:27:19+00:00,49,9,2022-10-11,onix nosso futuro governador do rio grande do sul
UgxZGHxQId_vxRMkYVt4AaABAg,@mariamaythe5375,"o Tarcísio e competente,ele vai ganhar tem postura.",0,2022-10-11 01:20:33+00:00,51,8,2022-10-11,"o tarcísio e competente,ele vai ganhar tem postura."
Ugz_mGJMQ2B64AZMi5J4AaABAg,@marcosantoniotre9221,"Lula é um mentiroso cara de pau
Já está chegando o óleo de peroba na cara um cara desse sem vergonha vai passar 
Me chame no debate o bolsonaro vai falar a verdade para ele passar óleo de peroba na cara cara de pau",0,2022-10-11 01:19:45+00:00,214,44,2022-10-11,lula é um mentiroso cara de pau já está chegando o óleo de peroba na cara um cara desse sem vergonha vai passar me chame no debate o bolsonaro vai falar a verdade para ele passar óleo de peroba na cara cara de pau
UgyzEi3tvrLQBnY5qgV4AaABAg,@mariamaythe5375,"Haddad o debate e pra de suas propostas não pra atacar o presidente,a economia está muito bem ,tivemos uma pandemia ,larga de atacar o presidente,seu incompetente.",0,2022-10-11 01:19:23+00:00,163,26,2022-10-11,"haddad o debate e pra de suas propostas não pra atacar o presidente,a economia está muito bem ,tivemos uma pandemia ,larga de atacar o presidente,seu incompetente."
UgyY4s0J4FsA0JjOOOp4AaABAg,@joaolocio1797,Vai dar Lula de novo,0,2022-10-10 01:21:46+00:00,20,5,2022-10-10,vai dar lula de novo
UgwPdN6ZEN0NJ1F27Zl4AaABAg,@thaynararocha525,Sus um orgulho?,0,2022-10-09 23:18:58+00:00,15,3,2022-10-09,sus um orgulho?
UgysWkwvCkVbQwhvlgd4AaABAg,@thaynararocha525,Kkkkkk esse lula me faz rir😂,0,2022-10-09 23:11:05+00:00,28,6,2022-10-09,kkkkkk esse lula me faz rir😂
UgzBSGyDyf6LTRWAY-x4AaABAg,@luisertle5124,"BOLSONARO 22 🇧🇷👮
E FACA NA CAVEIRA 💀🔫",1,2022-10-09 18:53:49+00:00,37,8,2022-10-09,bolsonaro 22 🇧🇷👮 e faca na caveira 💀🔫
UgwgvG0Lu0c11hYZ5NV4AaABAg,@janainamariadasilva6156,Band... Vcs são sensacionais! O jornal da Band é o melhor! Vejo sempre que posso.,0,2022-10-08 02:43:10+00:00,81,15,2022-10-08,band. vcs são sensacionais! o jornal da band é o melhor! vejo sempre que posso.
UgwRbYYIErLnnvSl8nR4AaABAg,@alvesalvodomilagrevivodeus1994,Alguns vão se desculpar de certas inverdades falsas verdades a respeito despeito de todos os candidatos alguns candidatos ou um dois e até três pelo mais ou pelo menos,1,2022-10-07 18:19:04+00:00,167,29,2022-10-07,alguns vão se desculpar de certas inverdades falsas verdades a respeito despeito de todos os candidatos alguns candidatos ou um dois e até três pelo mais ou pelo menos
Ugw9jgoW511H623tHrt4AaABAg,@alvesalvodomilagrevivodeus1994,A economia tá bombando,1,2022-10-07 18:12:14+00:00,22,4,2022-10-07,a economia tá bombando
UgxG1EmmoYWiUMzq01t4AaABAg,@alvesalvodomilagrevivodeus1994,Nós temos do nosso lado verdade lealdade sinceridade,0,2022-10-07 18:11:09+00:00,52,8,2022-10-07,nós temos do nosso lado verdade lealdade sinceridade
UgzvSsYSm4tMrqPoTz14AaABAg,@stupidcompguy,"Social democracia 🤝Direita Liberal e Facista.

Que nojo dessa democracia burguesa, a revolução tem que ser já.",0,2022-10-07 13:31:16+00:00,110,17,2022-10-07,"social democracia 🤝direita liberal e facista. que nojo dessa democracia burguesa, a revolução tem que ser já."
UgwVzdHbyO5GmjNJ6jt4AaABAg,@Vitor_Neres,"Melhores Momentos:
1:18:25 - Bolsonaro vs Lula (parte 1)
2:02:45 - Bolsonaro vs Lula (parte 2)
2:09:00 - Ciro & Bolsonaro & Vera
2:18:21 - ""Lula encantador de serpentes""
3:19:55 - ""Ex presidiário""
3:40:51 - Lula vs Bolsonaro (parte 3)",0,2022-10-07 04:57:05+00:00,234,40,2022-10-07,"melhores momentos: 1:18:25 - bolsonaro vs lula (parte 1) 2:02:45 - bolsonaro vs lula (parte 2) 2:09:00 - ciro & bolsonaro & vera 2:18:21 - ""lula encantador de serpentes"" 3:19:55 - ""ex presidiário"" 3:40:51 - lula vs bolsonaro (parte 3)"
UgzO8GCtGxi13kk6qA94AaABAg,@Vitor_Neres,"Lula vs Bolsonaro foi a melhor coisa dessas eleições, lkkkk. 
mas a de 2018 foi melhor, máquina de memes.",0,2022-10-07 04:32:40+00:00,105,19,2022-10-07,"lula vs bolsonaro foi a melhor coisa dessas eleições, lkkkk. mas a de 2018 foi melhor, máquina de memes."
UgzyyCaahHfOSZya3fp4AaABAg,@isadoramiranda4029,2:38:23 eu nervosa na hora de falar em público kkk,1,2022-10-07 00:10:09+00:00,50,10,2022-10-07,2:38:23 eu nervosa na hora de falar em público kkk
